id,comentario,clasificacion
7884,"El app dejó de funcionar desde el 14/09 la re instale 3 veces, borre caché y ya me comuniqué con la fan page de BCP pero no me dieron una solución solamente que son mal funcionamientos inesperados. Que triste no poder solucionar un problema de este tipo teniendo las capacidades para hacerlo afectando a miles de clientes. Espero una pronta solución, y por favor, no me respondan que me comunique en Facebook, ya lo hice.",no_relevante
7885,necesito evidencia de mis pagos para la contabilidad y esta app no proporciona nada util,relevante
7886,"He realizado un yapeo el día de ayer 23 de enero 2020 a las 13: 49, y me salió un mensaje diciendo error, y mi banco ha registrado un cobro doble del yapeo de 5 soles, lo que ya me parece de más y dichos yapeos no aparecen registrados en la aplicación, imagínense que el monto hubiera sido mayor. No puedo enviar más yapeos, por temor a que me cobren el triple o hasta el cuádruple, con esta aplicación no se sabe.",relevante
7887,"Hoy en horas de la mañana 7 am abrí el aplicativo y después de ingresar con la clave el aplicativo se ponía en pantalla blanca y no respondía, intente desinstalando y volviendo a instalar el aplicativo reiniciando mi móvil y nada ademas cuando realizo un pago y regreso al menú principal donde me muestra mi saldo actual en mi cuenta no se actualiza después de haber hecho el pago siempre muestra el saldo anterior al pago esta app con la nueva versión es mala",relevante
7888,"No se puede ingresar al aplicativo se queda congelada la pantalla para poder ingresar datos, solucionen el problema por favor.",no_relevante
7889,"Se supone que las actualizaciones son para mejorar el funcionamiento de una aplicación... Es decir... Avanzar a mejor... No es el caso con Uds... La han malogrado toda. Pesimamente mal el desarrollo, el orden y la facilidad del uso... Regresar a la versión anterior seria lo más acertado que podrían hacer...",no_relevante
7890,la opcion de enviar constancia al correo no funciona hace semanas y nadie da solucion,relevante
7891,"Más de un mes que entró al aplicativo ahora ingreso mi clave , me dice que hice tres intentos , género cambio de clave me dice que igual hice 3 intentos enserio que fea aplicación que uno no puede entrar a cualquier hora una solución o den de baja a este aplicativo y así también bloquear la tarjeta eh irme a un banco que realmente trabaje bien , esto no es que me pasa recién esto es desde el momento que descargue la app sale que intente ahora como repito no entro más de un mes y tengo 3 intento",relevante
7892,"En estas épocas, más que una solución, un problema. No quería dejar ninguna calificación negativa pero la aplicación tiene tantos fallos que no me permite realizar absolutamente ningún movimiento, me pide ajustar mi horario cada que quiero realizar un pago o transferencia (a pesar de estar en horario automático), el token no funciona para acceder a banca por internet, y ahora, desde la última actualización, ni siquiera abre la aplicación.",relevante
7893,"Defitinivamente la actualización es una... Demasiadas fallas, desde el token digital hasta el acceso a la app, constantemente presenta inconvenientes que me obliga a usar la banca por Internet, y eso porque para hacer una transferencia me pide token digital, y la app no funciona... Una pésima experiencia desde que se actualizó",relevante
7894,"La interfaz es buena, de no ser por el incesante mensaje que te sugiere usar la autenticación por reconocimiento facial, diría que es una de las mejores. Pero, una aplicación no solo es una buena interfaz, el lado del servidor es terriblemente lento para reconocer cualquier nueva tarjeta que uno pudiera adquirir. De que sirve una bonita fachada si parte de los simientos son escombros.",relevante
7895,"Muy mala app, no te deja entrar si te comparten datos, tienes que usar tus propios datos (mejor usen plin). Borren yape",no_relevante
7896,Definitivamente el token es bueno y malo a la vez... En este tiempo sería mucho más factible usar el token digital y no ir a perder un día haciendo largas colas.,no_relevante
7897,"Mi token digital fue borrado por actualizar la app y ahora me piden que vaya al banco a activarlo, tocar la pantalla exponerme a la aglomeración de gente todo por actualizar la app no pueden hacer algo bien? Banbif abrió una cuenta 100% digital y todo sin salir de casa y ustedes no pueden hacer una app bien",relevante
7898,"Ya anda fallando la aplicación, pero que es lo que pasa xd. Más lento se puso el aplicativo, Ya actualicen no podemos andar con este tipo de problemas.",no_relevante
7899,el nuevo formato de QORE no es bueno!,no_relevante
7900,"Pésima la app, sale pantalla intermitente y no reconoce la nueva opción de foto... Bloquea todo y hace perder el tiempo intentando activarla. Llamas al atención al cliente y solo indicar que reinicie el equipo por 15 minutos, voy en el 4to intento de reinició sin éxitos de poder usar la app",relevante
7901,"Una porquería su sistema demasiado lento, encima pide actualizar y en lugar de mejorar más lento lo ponen... No saca de apuros más complica las cosas...",no_relevante
7902,"Desde la última actualización, no me permite hacer transferencias ni hacer Plin, antes era muy buena, mucho mejor que yape pero desde octubre, constantemente la aplicación falla, sinceramente estoy pensando en cerrar mi cuenta en Interbank, tener problemas en la aplicación, genera molestias, y no permite utilizar mi dinero en todo momento.",relevante
7903,"Buena app, con la ultima actualización se solucionaron mas errores y se hizo mas fluida, facilita mucho los pagos y buen servicio junto con yape, espero sigan mejorando. Edit: ya no sirve la app, se cierra al momento que le das abrir, la dañaron, antes estaba bien.",no_relevante
7904,"Le daría 4 estrellas a la versión anterior de esta App. A la versión actual solo 2 estrellas. La aplicación falla con demasiada frecuencia, lo que no pasaba con la versión anterior (lo más frecuente en cuestión de fallas es que la aplicación no quiera abrir). Si pudieran solucionar este problema sería genial. Gracias.",no_relevante
7905,"La aplicación es muy lenta. Por tercera vez el Banco me manda actualizar mis datos y para esto, me pide la clave TOKEN, la ingreso y el banco me responde que en este momento NO PUEDEN ATENDERME. DESDE AYER QUIERO INGRESAR A MIS CUENTAS PARA REALIZAR PAGOS Y NO PUEDO INGRESAR. Y AHORA QUE HAGO??? PÉSIMO SERVICIO!!!",relevante
7906,"Funcionaba perfecto pero desde la última actualización tengo problemas al momento de recibir las constancias de transferencia o similares, indicando que hubo un error, la transferencia se realiza pero no me da la constancia con lo cual debo de estar explicando la situación al que transfiero el dinero, esa situación causa suspicacias hacia quienes transfiero, pero se hace más grave cuando tienes que dar la constancia a por ejemplo una empresa.",relevante
7907,"La app me iba muy bien hasta que luego de la última actualización no me dejo entrar y blokeo mi tarjeta, yo no tengo mucho dinero y lo poco que tenia se lo comió.",relevante
7908,"Hace un mes que el aplicativo esta fallando cuando intentas ingresar automáticamente te sale como si ya hubieras hecho intentos errados, arreglen urgente eso.",relevante
7909,"Está aplicación es de calificar con cero, hace más de 4 meses la aplicación está congelada y no me permite hacer transacción alguna, y nadie le da solución a este problema, mi última opción sería denunciar ante el organismo competente.",no_relevante
7910,"mi opinión es más que todo para advertirles y darles un consejo , Scotiabank se a puesto pésimo tanto como sus transacciones y pagos , llegan a demorar mucho tiempo días sobre días , tengo muchos problemas no se lo recomiendo , tengo 5 días esperando una transferencia enserio creen que van a estar así todo el tiempo duermanse y pronto acabarán como caja Sulla...",relevante
7911,"Pésimo. El 80% de las veces que quiero pagar con plin, falla. Se supone que es una aplicación de un banco serio, no puede ser posible que apps de otros bancos con plin funcionen correctamente, aquí falle. Ya pues ""hablemos serio"" no dicen?",no_relevante
7912,"mi plata desapareció de la nada, me comunico con su ""avi"" me dice que cobraron supuestamente porque compre en temu, su respuesta es humillante, no recomiendo usar Interbank, está en decadencia, ya se que mi dinero no lo volveré a ver, pero espero que los demás no caigan como yo",relevante
7913,Tengo problemas con el apps . Acada rato me pide que actualice el token . Quiero aser una transferencia urgente y me sale con este inconveniente. No es posible que siga así este apps . X favor más control con lo que asen . Y xfavor no vallan bloquear mi tarjeta . Ya que me encuentro en el extranjero trabajando . Y es el único medio de aser transferencia a mi familia . Aver si ponen todo su conocimiento en esta problemática,relevante
7914,"Se para deteniendo, me dice que la clave esta mal, malaza. Edit: la volví a instalar, ingreso y después de cerrarse solo al querer ingresar de nuevo me dice que la clave es incorrecta. Una app totalmente frustrante.",no_relevante
7915,"Antes para mí era la mejor app de bancos, me gustaba mucho. Ahora la app cada 2 días se cae, está semana apenas pude hacer una operación porque no carga, sale problemas, entro y salgo pero nada. Estoy intentando pagar mi uni y no puedo de ninguna forma, cuando coloco la opción de pagar con tarjeta en otra app me pide un codigo pero nunca llega por mensaje ni por notificación. Una decepción.",relevante
7916,"Casi siempre falla ,cuando voy hacer pagos ,me dice estamos en mantenimiento. Es un problema",no_relevante
7917,"Quien sabe que hora funciona esta aplicación, primera vez que hallo con horrible servicio🤣",no_relevante
7918,"Hoy se actualizó la App, y ahora hay otro método para activar el token digital. Tienes que salir a buscar un cajero para hacer la activación. Y han habilitado también otra forma donde tienes que escanear el dni por ambos lados, luego tomarte 2 selfies, y finalmente ingresar un código que llega por SMS. Cada vez nos complican más 🤦🏻‍♂️",relevante
7919,Malísima la aplicación siguen con los mismo errores no entra ala aplicación. se nota que no les importa nada su aplicación y no trabajan en sus errores que decepción la aplicación. Ningun estrella se merece pero solo por publicarle tuve que poner * .,no_relevante
